ID,N_VICTIMAS,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,VICTIMA,ACUSADO,FECHA_Y_HORA,FATAL
1523,1,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-58.39337644,-34.60927582,PEATON,AUTO,2020-01-11 06:00:00,True
1524,1,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-58.39055614,-34.60919284,PEATON,PEATON,2020-01-14 21:40:00,True
1525,1,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-58.41036975,-34.62477021,MOTO,PEATON,2020-01-14 06:00:00,True
1526,1,LAFUENTE AV. 2250,AVENIDA,8,-58.44925765,-34.65412546,MOTO,CAMION,2020-01-20 12:55:00,True
1527,1,CHILE Y LIMA ,CALLE,1,-58.38156850,-34.61648696,PEATON,MOTO,2020-01-27 00:37:00,True
1528,1,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-58.40662899,-34.59804521,MOTO,CAMION,2020-01-30 07:10:00,True
1529,1,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-58.41985649,-34.60600850,PEATON,AUTO,2020-02-04 14:50:00,True
1530,1,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,2020-02-08 05:45:00,True
1531,1,COLOMBRES 466,CALLE,5,-58.41803309,-34.61823178,MOTO,CAMION,2020-02-12 11:29:00,True
1532,1,MEXICO 2860,CALLE,3,-58.40604003,-34.61783553,PEATON,MOTO,2020-02-18 21:00:00,True
1533,1,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-58.47549929,-34.57994061,PEATON,MOTO,2020-02-20 12:00:00,True
1534,1,BERMUDEZ Y NOGOYA,CALLE,11,-58.51398484,-34.61600366,MOTO,PEATON,2020-02-27 02:14:00,True
1535,1,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-58.36797542,-34.62519403,MOTO,PEATON,2020-02-28 14:30:00,True
1536,1,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-58.37133616,-34.59879316,PEATON,PEATON,2020-02-29 13:00:00,True
1537,1,BELGRANO AV. Y RINCON,AVENIDA,3,-58.39613805,-34.61413568,PEATON,AUTO,2020-03-05 23:00:00,True
1538,1,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,2020-03-09 14:00:00,True
1539,1,CONSTITUCION Y CASTRO,CALLE,5,-58.41972364,-34.62846670,PEATON,AUTO,2020-03-10 21:00:00,True
1540,1,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-58.40571596,-34.60557123,PEATON,MOTO,2020-03-13 17:30:00,True
1541,1,"BRAVO, MARIO 1279",CALLE,2,-58.41451590,-34.59488319,PEATON,AUTO,2020-03-14 16:50:00,True
1542,1,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-58.47297505,-34.66245085,AUTO,CAMION,2020-04-07 06:15:00,True
1543,1,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-58.35791192,-34.63695178,AUTO,CAMION,2020-04-09 18:42:00,True
1544,1,MURGUIONDO 1339,CALLE,9,-58.50801713,-34.65177305,AUTO,AUTO,2020-04-24 07:58:00,True
1545,1,RIVADAVIA AV. 2551,AVENIDA,3,-58.40258477,-34.60975108,PEATON,AUTO,2020-05-12 05:35:00,True
1546,1,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,-58.41354692,-34.58697680,MOTO,OBJETO FIJO,2020-05-17 06:40:00,True
1547,1,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-58.48267426,-34.68454456,PEATON,CAMION,2020-05-18 08:00:00,True
1548,1,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-58.44248936,-34.60221948,PEATON,PEATON,2020-05-19 10:00:00,True
1549,1,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AUTOPISTA,9,-58.52909134,-34.63886726,PEATON,PEATON,2020-06-10 14:00:00,True
1550,1,SAN MARTIN AV. 1550,AVENIDA,6,-58.45158942,-34.60646580,MOTO,SD,2020-06-16 15:00:00,True
1551,1,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-58.49344309,-34.65788529,MOTO,CAMION,2020-06-30 08:00:00,True
1552,1,CORRIENTES AV. Y SERRANO,AVENIDA,15,-58.44259166,-34.59635137,MOTO,AUTO,2020-07-10 23:00:00,True
1553,1,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AUTOPISTA,13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,2020-07-19 06:25:00,True
1554,1,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-58.41178158,-34.60922259,PEATON,AUTO,2020-08-02 03:20:00,True
1555,1,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-58.45068621,-34.63638927,MOTO,PEATON,2020-08-04 05:30:00,True
1556,1,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-58.42016954,-34.58778790,PEATON,MOTO,2020-08-07 18:40:00,True
1557,1,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,-58.43850413,-34.65554754,PEATON,AUTO,2020-08-29 04:30:00,True
1558,2,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,AUTO,AUTO,2020-08-30 04:00:00,True
1559,1,MURGUIONDO 2700,CALLE,9,-58.52909134,-34.63886726,PEATON,CAMION,2020-09-01 19:17:42,True
1560,1,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-58.38526125,-34.57805810,AUTO,OBJETO FIJO,2020-09-12 03:30:00,True
1561,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,-58.44750470,-34.63491705,MOTO,PEATON,2020-09-28 01:45:00,True
1562,1,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,-58.46745752,-34.68192648,PEATON,PEATON,2020-09-29 17:10:00,True
1563,1,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,-58.37202621,-34.59717942,PEATON,PEATON,2020-09-30 17:20:00,True
1564,1,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,-58.42779702,-34.62207347,AUTO,AUTO,2020-10-05 00:20:00,True
1565,1,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",AUTOPISTA,8,-58.46244952,-34.70524971,AUTO,CAMION,2020-10-19 03:00:00,True
1566,1,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,-58.48440160,-34.60776782,MOTO,MOTO,2020-10-27 21:00:00,True
1567,1,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON,CAMION,2020-10-27 14:00:00,True
1568,1,DORREGO AV. 614,AVENIDA,15,-58.44958780,-34.59322448,MOTO,OBJETO FIJO,2020-10-29 20:20:00,True
1569,1,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-58.37533517,-34.59276462,PEATON,AUTO,2020-10-30 20:00:00,True
1570,1,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PEATON,MOTO,2020-11-01 22:00:00,True
1571,1,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,-58.48493828,-34.62981124,MOTO,AUTO,2020-11-05 00:40:00,True
1572,1,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,-58.40480504,-34.60183884,CICLISTA,CAMION,2020-11-07 06:50:00,True
1573,1,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,-58.41125934,-34.65417740,AUTO,AUTO,2020-11-09 03:30:00,True
1574,1,INCLAN Y ALBERTI,CALLE,4,-58.39956546,-34.62977080,CICLISTA,AUTO,2020-11-19 09:00:00,True
1575,1,OLAZABAL AV. 5437,AVENIDA,12,-58.49005682,-34.57868970,PEATON,CAMION,2020-11-19 12:30:00,True
1576,1,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",AUTOPISTA,8,-58.47064556,-34.69843756,MOTO,CAMION,2020-11-21 13:00:00,True
1577,1,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,-58.47501560,-34.61945902,PEATON,AUTO,2020-11-23 07:45:00,True
1578,1,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48727942,-34.63652467,PEATON,AUTO,2020-11-24 16:00:00,True
1579,1,BRASIL 1100,CALLE,1,-58.37951690,-34.62794241,PEATON,PEATON,2020-12-01 06:35:00,True
1580,1,"HOMERO Y PERON, EVA AV.",AVENIDA,9,-58.47750832,-34.65672199,PEATON,MOTO,2020-12-03 20:30:00,True
1581,1,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-58.44927253,-34.54048625,MOTO,CAMION,2020-12-03 14:40:00,True
1582,1,MORENO 1845,CALLE,3,-58.39246272,-34.61253541,CICLISTA,PEATON,2020-12-04 17:19:00,True
1583,2,NUEVA YORK Y ALTA GRACIA,CALLE,11,-58.52783814,-34.61047001,MOTO,MOTO,2020-12-05 07:10:00,True
1584,1,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",AUTOPISTA,12,-58.49332664,-34.54836855,MOTO,AUTO,2020-12-05 16:00:00,True
1585,1,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,2020-12-07 04:30:00,True
1586,1,SAENZ AV. Y BEAZLEY,AVENIDA,4,-58.41657793,-34.65476216,PEATON,PEATON,2020-12-11 22:00:00,True
1587,1,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,2,-58.39731474,-34.58307887,MOTO,AUTO,2020-12-12 20:30:00,True
1588,1,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,1,-58.38746381,-34.61790839,MOTO,PEATON,2020-12-15 05:20:00,True
1589,1,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,2,-58.39189441,-34.59176378,PEATON,PEATON,2020-12-17 15:35:00,True
1590,1,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-58.46749188,-34.63551751,PEATON,AUTO,2020-12-17 23:00:00,True
1591,1,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,3,-58.40280471,-34.62113271,CICLISTA,AUTO,2020-12-19 03:30:00,True
1592,1,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,2020-12-20 07:40:00,True
1593,1,BOGOTA Y NAZCA AV.,AVENIDA,7,-58.47110424,-34.62742408,AUTO,AUTO,2020-12-20 21:00:00,True
1594,1,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,1,-58.38220928,-34.60373898,PEATON,PEATON,2020-12-23 14:00:00,True
1595,1,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,10,-58.49794468,-34.61565025,AUTO,PEATON,2020-12-24 12:30:00,True
1596,2,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,-58.47220945,-34.60111373,MOTO,AUTO,2020-12-25 06:40:00,True
1597,1,BARCO CENTENERA DEL 1118,CALLE,7,-58.43706741,-34.63217813,CICLISTA,PEATON,2020-12-25 05:50:00,True
1598,1,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",AUTOPISTA,12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,2020-12-27 04:15:00,True
1599,1,AU FRONDIZI KM. 3,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO,AUTO,2021-01-06 18:00:00,True
1600,1,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,9,-58.51061062,-34.64972472,MOTO,CAMION,2021-01-07 10:20:00,True
1601,1,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,2021-01-10 07:40:00,True
1602,1,CASEROS AV. Y GUARANI,AVENIDA,5,-58.41455544,-34.63866836,PEATON,CAMION,2021-01-11 09:12:18,True
1603,1,"PERON, EVA AV. 3800",AVENIDA,9,-58.46774439,-34.64730145,PEATON,AUTO,2021-01-11 21:30:00,True
1604,1,AU ILLIA y SARMIENTO AV.,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO,CAMION,2021-01-12 21:00:00,True
1605,1,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,15,-58.48744301,-34.58622275,MOTO,MOTO,2021-01-18 10:00:00,True
1606,1,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.41657793,-34.65476216,PEATON,PEATON,2021-01-22 23:30:00,True
1607,1,PAYSANDU Y GAONA,AVENIDA,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO,2021-01-23 05:30:00,True
1608,1,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",AUTOPISTA,12,-58.50073810,-34.54979510,MOTO,AUTO,2021-01-23 08:00:00,True
1609,1,SANTA FE AV. 1675,AVENIDA,2,-58.39144148,-34.59564871,PEATON,AUTO,2021-01-27 01:04:26,True
1610,1,AU DELLEPIANE Y GUAMINI,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON,AUTO,2021-01-29 20:07:22,True
1611,1,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO,2021-01-31 06:10:00,True
1612,1,SAN MARTIN AV. Y NOGOYA,AVENIDA,15,-58.48328708,-34.59779521,PEATON,AUTO,2021-02-02 00:50:00,True
1613,1,SAN MARTIN AV. Y TINOGASTA,AVENIDA,15,-58.49018543,-34.59724990,MOTO,OBJETO FIJO,2021-02-06 03:05:00,True
1614,1,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO,2021-02-14 05:50:00,True
1615,1,SALTA Y CASEROS AV.,AVENIDA,1,-58.38262614,-34.63168269,MOTO,PEATON,2021-02-17 04:10:00,True
1616,1,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,3,-58.41047268,-34.60793518,PEATON,AUTO,2021-02-20 19:00:00,True
1617,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO,2021-02-21 01:20:00,True
1618,1,POTOSI Y GASCON,CALLE,5,-58.42462955,-34.60727189,PEATON,CAMION,2021-02-21 15:00:00,True
1619,1,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO,2021-02-26 05:30:00,True
1620,1,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,13,-58.45157681,-34.55217303,PEATON,SD,2021-02-28 12:00:00,True
1621,1,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,4,-58.40489318,-34.62930162,MOTO,CAMION,2021-03-01 09:20:00,True
1622,1,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,9,-58.49573651,-34.67006054,CICLISTA,CAMION,2021-03-03 16:30:00,True
1623,1,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",AUTOPISTA,8,-58.48695354,-34.68795245,MOTO,SD,2021-03-11 03:45:00,True
1624,1,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,2021-03-15 02:35:00,True
1625,1,"PAZ, GRAL. AV. y DONADO",AUTOPISTA,12,-58.49491054,-34.54795581,MOTO,CAMION,2021-03-16 15:30:00,True
1626,1,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,7,-58.44147621,-34.64357704,PEATON,PEATON,2021-03-29 17:20:00,True
1627,1,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,7,-58.46899119,-34.63215432,AUTO,AUTO,2021-03-31 18:05:00,True
1628,1,FINOCHIETTO ENRIQUE DR. 1623,CALLE,4,-58.38685612,-34.63455776,PEATON,PEATON,2021-04-03 18:30:00,True
1629,1,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,1,-58.38113667,-34.61765323,PEATON,CAMION,2021-04-07 10:29:00,True
1630,1,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,13,-58.44112678,-34.54538956,PEATON,MOTO,2021-04-10 19:55:00,True
1631,1,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO,2021-04-14 17:50:00,True
1632,1,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,-58.40184094,-34.64546845,MOTO,CAMION,2021-04-19 14:40:00,True
1633,1,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,8,-58.44642231,-34.65679806,MOTO,CAMION,2021-05-03 09:20:00,True
1634,1,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",AUTOPISTA,11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO,2021-05-09 06:00:00,True
1635,1,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,13,-58.46649069,-34.56219075,PEATON,PEATON,2021-05-11 07:10:00,True
1636,1,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,14,-58.42653328,-34.57816791,MOTO,CAMION,2021-05-14 11:40:00,True
1637,1,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,-58.50407099,-34.65303372,CICLISTA,AUTO,2021-05-15 12:09:00,True
1638,1,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AUTOPISTA,13,-58.46743471,-34.53476874,MOTO,AUTO,2021-05-20 05:50:00,True
1639,1,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,14,-58.40986646,-34.57728060,PEATON,PEATON,2021-05-20 08:30:00,True
1640,1,RIVADAVIA AV. 10900,AVENIDA,9,-58.51739138,-34.63931792,PEATON,PEATON,2021-05-21 05:00:00,True
1641,1,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,9,-58.50719962,-34.65556223,PEATON,AUTO,2021-05-22 18:26:00,True
1642,1,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO,2021-05-25 02:00:00,True
1643,1,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,SD,2021-05-26 17:24:00,True
1644,1,EL CANO AV. Y GUZMAN AV.,AVENIDA,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,2021-05-31 02:00:00,True
1645,1,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.42190745,-34.65633192,MOTO,AUTO,2021-06-02 16:00:00,True
1646,1,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12,-58.49026573,-34.56981410,CICLISTA,AUTO,2021-06-03 09:58:00,True
1647,1,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8,-58.45410344,-34.66902702,AUTO,AUTO,2021-06-03 20:30:00,True
1648,1,DEL LIBERTADOR AV. 5958,AVENIDA,13,-58.44751621,-34.55719892,MOTO,PEATON,2021-06-10 13:30:00,True
1649,1,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4,-58.42040352,-34.66005171,PEATON,CAMION,2021-06-15 19:20:00,True
1650,1,"PAZ, GRAL. AV. 14723",AUTOPISTA,8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO,2021-06-20 05:40:00,True
1651,1,CORRIENTES AV. 5783,AVENIDA,15,-58.44399875,-34.59477360,PEATON,CICLISTA,2021-06-20 12:00:00,True
1652,1,TABARE Y EREZCANO,CALLE,4,-58.42759813,-34.65463857,MOTO,CAMION,2021-06-22 14:44:00,True
1653,1,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3,-58.40547222,-34.60456293,MOTO,CAMION,2021-06-29 12:20:00,True
1654,1,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4,-58.42473018,-34.65008280,CICLISTA,AUTO,2021-07-09 23:25:00,True
1655,1,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO,2021-07-10 23:30:00,True
1656,1,AV. GRAL. PAZ Y VEDIA,AUTOPISTA,12,-58.48941042,-34.54596153,PEATON,AUTO,2021-07-21 00:40:00,True
1657,1,"GARAY, JUAN DE AV. 2269",AVENIDA,3,-58.39640740,-34.62783085,AUTO,OBJETO FIJO,2021-07-22 01:20:00,True
1658,1,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5,-58.41971993,-34.61112240,PEATON,PEATON,2021-07-22 12:30:00,True
1659,1,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.40544588,-34.65012801,PEATON,CAMION,2021-07-24 09:15:00,True
1660,1,LA PLATA AV. 2723,AVENIDA,4,-58.42003882,-34.64645957,AUTO,CAMION,2021-07-27 07:16:00,True
1661,1,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7,-58.46851293,-34.63348678,AUTO,AUTO,2021-08-02 04:40:00,True
1662,1,"PAZ, GRAL. AV. Y TONELERO",AUTOPISTA,9,-58.52931141,-34.65422917,PEATON,CAMION,2021-08-02 20:00:00,True
1663,1,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6,-58.42675754,-34.62699730,PEATON,PEATON,2021-08-06 08:30:00,True
1664,1,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11,-58.52933723,-34.61098186,PEATON,PEATON,2021-08-06 20:00:00,True
1665,1,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO,2021-08-08 09:29:00,True
1666,1,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO,2021-08-15 06:10:00,True
1667,1,AV. SANTA FE 3428,AVENIDA,14,-58.41354692,-34.58697680,PEATON,AUTO,2021-08-20 17:15:00,True
1668,1,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8,-58.43960781,-34.65470804,MOTO,CAMION,2021-08-28 08:30:00,True
1669,1,SAN LUIS 2730,CALLE,3,-58.40454610,-34.60003693,PEATON,MOTO,2021-08-31 16:00:00,True
1670,1,CALLAO AV. Y PARAGUAY,AVENIDA,2,-58.39303911,-34.59871111,PEATON,AUTO,2021-09-01 19:10:00,True
1671,1,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2,-58.39391034,-34.58405348,CICLISTA,AUTO,2021-09-18 12:20:00,True
1672,1,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",AUTOPISTA,12,-58.50073810,-34.54979510,MOTO,SD,2021-09-20 15:00:00,True
1673,1,SALTA Y BRASIL,CALLE,1,-58.38281301,-34.62786038,PEATON,CAMION,2021-09-21 14:30:00,True
1674,1,"MORENO, PERITO AV. 2152",AVENIDA,7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO,2021-10-16 06:15:00,True
1675,1,DIRECTORIO AV. 1169,AVENIDA,6,-58.44402387,-34.62933109,MOTO,CAMION,2021-10-18 07:20:00,True
1676,1,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,-58.42779702,-34.62207347,MOTO,PEATON,2021-10-23 06:35:00,True
1677,1,TUCUMAN 3112,CALLE,3,-58.40944147,-34.60097942,PEATON,AUTO,2021-10-25 03:30:00,True
1678,1,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,-58.38277479,-34.59430160,MOTO,AUTO,2021-10-28 16:16:00,True
1679,1,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,-58.37627355,-34.63800916,MOTO,CAMION,2021-11-02 13:35:00,True
1680,1,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,-58.39591856,-34.62453459,MOTO,AUTO,2021-11-06 04:39:00,True
1681,1,CABILDO AV. Y OLAZABAL,AVENIDA,13,-58.45829717,-34.56015762,MOTO,AUTO,2021-11-09 00:35:00,True
1682,1,TAPALQUE Y BRUIX AV.,AVENIDA,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,2021-11-11 03:00:00,True
1683,1,"PAZ, GRAL. AV. Y EZEIZA",AUTOPISTA,12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,2021-11-20 18:30:00,True
1684,1,RIVADAVIA AV. Y PUAN,AVENIDA,6,-58.44864864,-34.62352826,PEATON,PEATON,2021-11-25 10:10:00,True
1685,1,ESMERALDA 1359,CALLE,1,-58.37795815,-34.59167894,PEATON,CICLISTA,2021-11-27 11:22:00,True
1686,1,AV. MOROE Y 3 DE FEBRERO,CALLE,13,-58.45531707,-34.55555257,MOTO,AUTO,2021-12-01 15:40:00,True
1687,1,AV. GAONA 3655,AVENIDA,11,-58.47633683,-34.62140594,MOTO,AUTO,2021-12-02 01:10:00,True
1688,1,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,-58.38188582,-34.60256036,PEATON,PEATON,2021-12-10 11:45:00,True
1689,1,BAIGORRIA Y VICTOR HUGO,CALLE,10,-58.51989389,-34.62284918,MOTO,AUTO,2021-12-11 23:00:00,True
1690,1,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,-58.40596860,-34.61011987,PEATON,AUTO,2021-12-12 06:20:00,True
1691,1,AV. RIESTRA Y MOM,AVENIDA,7,-58.43353773,-34.64561636,MOTO,AUTO,2021-12-13 17:10:00,True
1692,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,-58.46739825,-34.65117757,MOTO,AUTO,2021-12-20 01:10:00,True
1693,1,AV. GAONA Y TERRADA,AVENIDA,11,-58.47293407,-34.61984745,MOTO,CAMION,2021-12-30 00:43:00,True
1694,1,AV. EVA PERON 4071,AVENIDA,9,-58.47066794,-34.65021673,AUTO,CAMION,2021-12-15 10:30:00,True
1695,1,PADRE CARLOS MUJICA 709,CALLE,1,-58.37976155,-34.58679619,CICLISTA,AUTO,2021-11-18 06:10:00,True
